,New Code,OPs
1822,OP1844,Definition of review trigger based on new or amended AI / AA laws and regulation | 
1823,OP1845,Update of enterprise AI / AA policies to align with new or amended laws and regulations | 
1824,OP2388,"Establishment of Legal Risk Management processes and guidelines based on organisational policy | Definition of guidelines, procedures and/or processes to properly and consistently perform Legal Risk Management in accordance with the organisational policy"
1825,OP2389,Scanning of legislation and policies for potential legal risks as per the context of the project | Periodical scanning for and review of legislation and policies that are relevant to the context of the project to determine potential legal risks
1826,OP1544,Assessment of legal risks | Analysing and assessing the legal implication and risks raised by the context of the project and AI system
1827,OP1382,Assessment of compliance to legal requirements | Periodically evaluating the level of compliance to the established legal and regulatory requirements
1828,OP2390,Documentation and recording of the Legal Risk Assessment outcomes | Recording and documenting the results of the Legal Risk Assessment outcomes
1829,OP2391,Communication and reporting of Key LRM issues to senior management and other stakeholders | Establishing a communication channel with senior management and other stakeholders and informing them of Key LRM issues
1830,OP2392,Establishment of a Legal Risk mitigation strategy | Identifying and documenting mitigation activities and safeguards to control and resolve Legal Risks
1831,OP2393,Validation and approval of Legal Risk mitigation strategy | Getting the approval and validation of suitability and completeness of the established Legal Risk mitigation strategy
1832,OP2394,"Appointment of a legal advisor for the project | Selecting and appointing a legal advisor, with the proper knowledge and skillset, to provide legal advice"
1833,OP2398,Definition of adequate provisions for possible disputes / litigations | Evaluating the residual legal risk and estimating the cost of a dispute/litigation in order to determine the adequate provisions for possible disputes/litigations
1834,OP2399,Securing of adequate provisions for possible disputes / litigations | Taking the necessary steps to insure that the organisation has adequate provisions to handle possible disputes/litigations
1835,OP2550,"Establishment of a “due diligence” registry | Identifying and establishing a registry of relevant laws, regulations, industry standards, policies, guidelines, industry best practices, etc. to help reach a level of due diligence appropriate for the context of the project "
1836,OP2396,"Implementation of the established plans and roadmap to prevent or mitigate adverse impacts | Implementation of the established plans and roadmap, in alignment with relevant laws, regulations, industry standards, policies, guidelines, industry best practices, to prevent or mitigate adverse impacts"
1837,OP2580,"Establishment of processes and guidelines to identify and assess actual and potential adverse impacts in the context of the project | Definition of guidelines, procedures and/or processes to identify and determine potential adverse impacts of the project and assess their magnitude"
1838,OP2552,"Establishment of an organisational IP strategy | Develop and establish an approach to IP rights in connection with AI projects, to protect different innovations and to reduce the risk of infringement claims by third parties"
1839,OP2553,Identification of the most suitable IP rights to protect the AI product and/or service | Evaluation of different types of IP rights that protect AI products and services and selecting the most suitable one for the context of the project 
1840,OP2554,Securing proper Intellectual Property rights protection | Preparing required documentation and forms and going through the process of securing the proper Intellectual Property rights protection
1841,OP2555,"Establishment of detailed contractual restrictions on use of the AI | In addition to, or instead of, IP protection, relying on detailed contractual restrictions on the use of the AI system to provide proper protection"
1842,OP2556,Attestation of authorisation for the usage of IP protected data by the AI application | Establishing the ability to formally certify that the authorisations for the usage of Intellectual Property protected data by the AI application have been secured
1843,OP2557,"Validation that autonomously generated work by the AI application does not infringe IP rights | Providing evidence and proof that when an AI system autonomously generates an end product similar to an original work contained in the data used to train/build the application, it is “different” enough not to be considered as an infringement of IP rights"
1844,OP1383,"Monitoring of changes in external laws, policies and guidelines | Capability to monitor external regulatory landscape to capture any change in ethic laws that could affect the enterprise"
1845,OP1384,Trigger review of alignment between ethic operating procedures & amended laws and regulations | Process to perform periodically an internal gap assessment between enterprise ethic/fairness policy and guidelines and applicable laws and regulations
1846,OP1385,Update of ethic/fairness policies to align with modified laws or regulations | Process and responsbilities to review and update existing ethic/fairness policy and guidelines based on defined triggers
1847,OP1386,"Communication of modified ethic/fairness policies to relevant stakeholders | Process, responsibilities and tools definition and enforcement for communicating changes in the enterpise ethic/fairness policy and guidelines within the appropriate audience"
1848,OP2535,"Definition of targeted sustainability requirements and goals of the project | Identifying, recording and documenting the key targeted sustainability requirements and goals of the project"
1849,OP2536,Definition of key activities for achieving the sustainability goals | Determine and establish key actionables and activities to be performed by the project to achieving the sustainability goals
1850,OP2537,Establishment of sustainability key metrics and measures | Identification and definition of key sustainability metrics and measures
1851,OP2538,Deploy sustainability oversight and reporting mechanisms | Establishing and deploying mechanisms to monitor and report on sustainability activities whithin the context of the project
1852,OP1401,Continual identification of risks relevant to AI solution (Not specific enough) | 
1853,OP1402,"Assessment of risks associated with each deployment stage of AI / automated decision system | Organization defines and implements processes and activities to address the potential risks associated with each stage (model selection, model tuning & training, model validation, etc.) of deployment of AI / automated decision systems "
1854,OP1403,Definition of mitigation plans against identified data & analytics risks | Establishing and defining an action plan to address and mitigate the various data and analytics risks identified within the context of the project
1855,OP1404,"Monitoring of risks relevant to AI solution (Not specific enough) | Identified risks, relevant to the context of the project, are monitored to ensure they are still controlled/mitigated by the measures implemented as part of the mitigation plan "
1856,OP2415,"Periodic review of data and analytics risks and mitigation | Regularly evaluating and reviewing data and analytics risks pertaining to the project, and the adequacy of the established mitigation measures"
1857,OP2414,"Periodic review of ethical risks and mitigation | Regularly evaluating and reviewing ethical risks pertaining to the project, and the adequacy of the established mitigation measures"
1858,OP1387,"Identification of potential negative impacts resulting from poor system design &/or usage | Identifying, evaluating and documenting potential negative impacts resulting from poor system design and/or usage"
1859,OP2406,Recording and documentation of risk-benefit tradeoff for decisions | Recording and documenting the risk-benefit tradeof analysis and evaluation leading to risk management related decisions
1860,OP1388,Establishment of safeguards to address risks related to poor system design &/or usage | Defining and implementing appropriate safeguards to address and mitigate risks related to poor system design and/or usage
1861,OP2429,Development of a well-being indicators dashboard | Development of a dashboard to report and monitor the established well-being indicators 
1862,OP2423,"Definition and establishment of a D&A risk impact assessment baseline | Determine the base line to which the impact assessment will be compared, whether it is the impact levels of similar AI systems or existing assessment tools, regulations, industry standards, etc."
1863,OP2424,"Establishment of the D&A risk impact assessment strategy | Definition and development of the impact assessment strategy, including the identification of the targeted well-being domains, the indicators to be evaluated, their respective measures and metrics, and determining the corresponding data collection plan"
1864,OP2425,Performance of human well-being impact assessment | Implementation and completion of the established the impact assessment strategy
1865,OP1390,Assessment of the probability and severity of harm of AI usage | Establishmenent of a capability to assess AI usage risks within projects / initiatives and products / services launches
1866,OP2426,Evaluation and documentation of the results of the impact assessment | Measuring and evaluating the results of the impact assessment and documenting the outcome
1867,OP1391,Periodic review of the probability and severity of harm | Implementation of a process that review and re assess periodically AI usage risks
1868,OP1392,Attestation that probability-severity of harm assessment is periodically performed | Definition and enforcement of a process for assessing and demonstrating that AI usage risks assessment are performed as intended
1869,OP1393,Review and decision on probability-severity of harm assessment | Reviewing the AI usage risks assessment and deciding accordingly whether to deploy or not the AI-system
1870,OP2427,"Approbation of the impact assessment | The outcome of the impact assessment is reviewed, verified, and approved (or rejected)"
1871,OP2428,Communication of the results of the impact assessment | The outcome of the impact assessment is communicated to the relevant stakeholders
1872,OP1394,Definition of accepted risks related to AI / automated decision system(s) | 
1873,OP2407,Establishment of risk appetite and risk tolerance thresholds | Determining and establishing the risk appetite and risk tolerance thresholds in accordance with organisational requirements and the context of the project
1874,OP1395,Validation of risk acceptance by top management | 
1875,OP2558,Documentation and communication of unmitigated risks to internal stakeholders | Unmitigated risks are documented and communicated to internal stakeholders and management
1876,OP1396,Periodic review of AI risk acceptance | 
1877,OP2408,"Periodic review of the risk appetite, risk tolerance and risk-benefit tradeoff parameters | Reviewing on a periodic basis (or when requirement changes are detected) the risk appetite, risk tolerance and risk-benefit trade-off parameters to ensure continued alignment"
1878,OP1405,Assessment of gravity of model decision (Not specific enough) | 
1879,OP1406,"Execution of the ""Ethical Validation Of Algorithm"" test
 | "
1880,OP1407,"Submission of the ""Ethical Validation Of Algorithm"" test
 | "
1881,OP1408,"Approbation of the ""Ethical Validation Of Algorithm"" test results
 | "
1882,OP1409,"Attestation that the ""Ethical Validation Of Algorithm"" test has been approved
 | "
1883,OP2600,Definition of criteria to trigger an update of the algorithmic impact assessment (AIA) | Execution of an algorithmic impact assessment and recording the results and outcomes
1884,OP2601,"Approval of criteria to trigger an update of the algorithmic impact assessment (AIA) | Various factors and criteria that require an update to the Algorithmic Impact Assessment are reviewed, validated and approved by the appropriate stakeholders"
1885,OP1410,Execution of Algorithmic Impact Assessment (AIA) | Completing an Algorithmic Impact Assessment  to help assess and mitigate the impacts of the AI system to be developed
1886,OP1411,Communication of AIA results to stakeholders | Informing relevant internal and external stakeholders of the results and outcomes of the Algorithmic Impact Assessment
1887,OP1412,"Update of Algorithmic Impact Assessments (AIA) | When necessary, completing additional Algorithmic Impact Assessments to re-assess the impacts of the AI system being developed and update/adjust the mitigation measures"
1888,OP1413,"Publication of the final results of the Algorithmic Impact Assessment | A final Algorithmic Impact Assessment is performed prior to releasing the AI system into production, and the resulting report is published and made accessible to the general public"
1889,OP1807,"Documentation of human-in-the-loop requirements | Identifying and documenting the required level of human intervention, as per the context of the project"
1890,OP1808,Definition of explanation management guidelines and procedures | 
1891,OP1809,Definition and documentation of training requirements for the project | Defining an documenting the necessary skills and training requirements for the context of the project
1892,OP1810,"Documentation of contingency planning requirements | Identifying and documenting the requirements for contingency planning, as per the context of the project"
1893,OP1811,Documentation of approval requirements | Identifying and documenting the approvals required prior to releasing the developed system into production
1894,OP2383,Attestation that all required training of project team has been provided | Establishing the ability to formally certify that project team members have successfully undergone all the required and necessary training 
1895,OP1414,Completion of suitability assessment of automated decision making for intended purposes | The suitability of automated decision making for the project's intended purpose is assessed and decision choices are justified
1896,OP1415,Demonstration of suitability of automated decision making for intended purposes | 
1897,OP1416,Review and decision making over sustainability assessment | 
1898,OP1369,Rectification of adverse effects of analytics (Not specific enough) | 
1899,OP1370,Definition and implementation of automated decision appeal process | Establishment of the processes for individuals to appeal and contest automated decisions they are subjected to
1900,OP1371,"Communication of right to appeal automated decision | Process, responsibilities and tools definition and enforcement for communicating right to appeal automated decisions and procedures to do so to data subjects"
1901,OP1372,Establishment of procedures to request reasoning behind AI decision-making process | 
1902,OP1373,Communication of procedures to request access to reasoning | AI subjects affected by AI decision are informed how to request access to the reasoning behind decision
1903,OP1374,Provision of access to AI system reasoning for specific significant decision | 
1904,OP1375,Provision of access to AI system counterfactual reasoning / heavily weighted factors for specific significant decision | 
1905,OP1376,Monitoring of requests to access reasoning behind AI decision-making  | 
1906,OP1377,"Establishment of mechanisms for end-users to raise issues with the AI system’s output, decisions and/or explanations | Provide and inform the end-user of the AI system on established tools and mechanisms to report issues with the AI system and/or comment on its output, decision and/or explanation"
1907,OP1378,Definition of critical number of complaints to trigger investigation | 
1908,OP1379,Training of personnel to investigate AI decision-making process | 
1909,OP2612,"Analysis of the root-causes behind recourses against the automated decisions | Analyzing, investigating and documenting the root-causes behind recourses against the automated decisions"
1910,OP2613,Communication of systemic root-causes behind  the recourse against the  AI system's output and/or decisions to  internal stakeholders | Systemic root-causes behind the recourse are relayed to the appropriate stakeholders for handling and resolution
1911,OP1380,Investigation of fairness &/or accuracy of decision-making process | Establish triggers to investigate the accuracy and/or fairness of the AI system  when a defined critical number of complaints is reached in a certain period of time
1912,OP1381,Implementation of required adjustments to AI system's decision-making process | The required adjustments to improve the fairness &/or accuracy of an AI system's decision-making process are identified & implemented following the investigation
1913,OP1417,Creation and update of processes to address AI related risks | 
1914,OP1418,Periodic assessment of AI unintended or unforeseen AI outcomes | 
1915,OP1587,Establishment of model risk management framework | 
1916,OP1584,Designation of model owners | Assignment of a model owner for each model (developed or in development) who will ensure that their model's use and performance is compliant with relevant policies and procedures
1917,OP1588,Definition of enterprise tolerance to model risk | 
1918,OP26,Definition of model risks taxonomy | 
1919,OP27,Establishment of model materiality classification scheme | 
1920,OP1585,Assessment of model risk materiality  | 
1921,OP1586,"Implementation of ""effective challenge"" principle | "
1922,OP28,Definition of controls and metrics to measure model risk | 
1923,OP1589,Assignation of responsibilities for model risk controls | Assignment of the responsibilities for risk controls and monitoring to qualified personnel
1924,OP1590,Assessment of model risk | 
1925,OP1591,Establishment of model risk management policies | 
1926,OP29,"Definition of acceptable model development, implementation and use practices | "
1927,OP1592,Establishment of standards for model validation | 
1928,OP1593,Definition of model accuracy targets | Establishing and defining the model accuracy targets that are adequate to the context of the project and model
1929,OP1594,Establishment of standards and procedures regarding model discrepancies | 
1930,OP1598,Assignation of roles & responsibilities for model risk management | 
1931,OP1599,Definition of controls for external model validation | 
1932,OP30,Communication of model risk management policies to stakeholders | 
1933,OP1600,Review of model risk management policies | 
1934,OP1601,Update of model risk management policies | 
1935,OP1602,Assessment of model risk management framework effectiveness | 
1936,OP1603,Verification of model use and validation record | 
1937,OP1604,Verification of model risk management policies | 
1938,OP1605,Verification of procedure documentation | 
1939,OP1606,Verification of supporting operational systems | 
1940,OP1607,Verification of model data reliability | 
1941,OP1608,Verification of model validation activities | 
1942,OP1609,Communication of audit results to upper management | 
1943,OP2239,Definition of model selection criteria | Definition of model selection criteria that defines what a “good” model is based on the existing established organisational guidelines and processes
1944,OP2240,Validation of model selection criteria against organizational guidelines | The validation of the model selection criteria that defines what a “good” model by the appropriate stakeholders
1945,OP2241,Evaluation of model performance against established selection criteria | Evaluating the model’s performance with respect to the established selection criteria in order to select the most suitable model
1946,OP1611,"Documentation of model selection | Recording and documenting the model selection decision, including validation, selection criteria, trade-off decisions, etc."
1947,OP2242,Review and validation of model selection | Validating that the model has undergone proper validation and that its selection is justified
1948,OP2243,"Periodical audit of model selection, review and approval processes | Performing regular audits of the model selection, review, and approval processes to insure their proper application and to identify opportunities for improvement"
1949,OP2259,Establishment of model issue / risk repository | Establishing a central repository where identified issues and risks relating to AI models are documented and made accessible
1950,OP2260,"Establishment of model issue / risk detection processes | Establishing guidelines and processes to identify, classify and document issues and/or risks pertaining to the AI model, in a consistent manner"
1951,OP2261,"Categorization of model issues / risks | Evaluating and categorizing model issues/risks, in a consistent manner and based on the organisational established categories"
1952,OP2262,"Evaluation of model issue / risk impacts | Analysing, evaluating, and categorising the impacts of model issue/risk"
1953,OP2263,Recording of model issues / risks in repository | Documenting of model issues/risks and recording it into the repository
1954,OP2264,Notification of model issue / risk | Ensuring that the appropriate stakeholders are informed and made aware of relevant model issues/risks
1955,OP2265,"Monitoring of model issue / risk repository | Performing regular audits of the model issue/risk repository, to identify recurring and/or critical issues as well as to determine opportunities for improvement"
1956,OP2452,"Establishment of model management processes for the context of the project | Defining, documenting and communicating model management processes in accordance with the context of the project"
1957,OP2266,Definition of model retraining criteria and requirements | Determining and defining the necessary criteria and requirements to trigger a retraining of the model (as opposed to keeping it in production of retiring it)
1958,OP2267,Definition of model computational requirements | Identifying and determining the requirements for the model to function smoothly
1959,OP2268,"Establishment of model dependencies | Identifying and determining the model’s external dependencies (such as code libraries, data sources, etc.) that could adversely affect the model’s performance"
1960,OP1610,Establishment of enterprise-wide model inventory | 
1961,OP1903,Establishment of AI version control system | Establishing a version control system to track and manage changes in the AI system and model
1962,OP1904,"Versioning of AI model components | Documenting and versioning the various components of the model, such as hyperparameters, parameters, algorithm, etc."
1963,OP1597,Definition of model documentation requirements | 
1964,OP2002,"Establishment of model documentation standard | Establishing a standard for model documentation ensures consistency in the way model provenance, assumptions, inputs, outputs, parameters, and limitations are documented and communicated"
1965,OP2250,"Approval of model documentation standard | Approbation by the appropriate stakeholders of the documentation requirements, guidelines and/or templates."
1966,OP2251,"Communication of model documentation standard | Model documentation standards are communicated to practitioners, who are trained and made aware on how to perform proper documentation"
1967,OP1612,"Documentation of model development | Recording and documenting the various aspects and phases of model development, such as data preparation, feature engineering, model training and testing, etc."
1968,OP1613,Documentation of model risk management activities | 
1969,OP1914,"Documentation of AI system development process | Documenting, with an adequate level of detail, the various stages of the AI system development process"
1970,OP1913,Updating of AI system technical documentation | 
1971,OP1614,Production of model validation reports | 
1972,OP2252,Periodic review of feedback from practitioners  | Performing a periodic review of the feedback received from internal stakeholders and AI practitioners on various processes and procedure to identify and resolve issues as well as improve performance
1973,OP2253,Periodic audit of model documentation | Performing a periodic review of model documentation to identify and resolve issues as well as improve performance
1974,OP2269,"Development of ""key AI considerations"" list for procurement | Establishing a list of “key AI considerations” when acquiring third-party supplied model, that take into account the specificities and context of the project as well as the organisational procurement guidelines"
1975,OP2270,"Communication of ""key AI considerations"" to third party | Ensuring to include the “key AI considerations” within the RFP and/or other communications with potential suppliers"
1976,OP1596,Definition of validation requirements for vendor models | 
1977,OP1595,Definiton of vendor model selection process | 
1978,OP1683,Evaluation of vendor developmental evidence | 
1979,OP1684,Assessment of data used for vendor model development | 
1980,OP1685,Assessment of vendor model suitability | 
1981,OP1686,Ongoing monitoring of vendor model performance | 
1982,OP1687,Definition of contingency plan for vendor model | 
1983,OP2560,Establishment of quality requirements for automated model development processes | Definition of quality requirements and criteria for the various processes involved in autmated model development
1984,OP1615,Establishment of statement of purpose for model development | Defining and establishing a statement of purpose detailing the context and intended purpose/use of the system to be developed
1985,OP2351,"Establishment of experiment tracking and documentation processes | Definition of guidelines, procedures and/or processes to properly and consistently record and document experimentations performed on the model"
1986,OP1616,"Documentation of model design, theory and logic | "
1987,OP1617,"Documentation of model methodologies and processing components | Recording and documenting the various aspects covering the model's design, theory, and logic"
1988,OP2568,Performing an assessment of potential impact to the planet | Assessing and documenting the potential impacts to planet that could be caused by the project
1989,OP2352,Recording and tracking of experimentation results | Recording and documenting the results and outcomes of experimentations performed on the model
1990,OP1618,Comparison of model development with alternative theories | 
1991,OP1619,Demonstration of sound model development | 
1992,OP2280,"Definition of appropriate data sampling techniques | Establishing and defining appropriate data sampling techniques, as per the context of the project"
1993,OP2308,"Establishment of representative sample data population | Establishing a representative sample dataset based on the project requirements gathered from the project sponsor, and other stakeholders"
1994,OP2309,Validation of data sample representativeness | Getting the approval and validation of the stakeholders on the representativeness and adequacy of the sample data population
1995,OP2310,Identification of target data population characteristics | Analysing the data set and extracting the various characteristics that 
1996,OP2311,Validation of target data population characteristics | Getting the approval and validation of the stakeholders on the suitability and exactness of the extracted characteristics of the sample data population
1997,OP2244,"Documentation of ""In the lab"" model testing requirements | Establishing and listing a set of testing requirements the AI system should go through in order to validate its performance prior to its release"
1998,OP2563,"Assessment of ""In the Field"" testing requirements | Establishing and listing a set of testing requirements the AI system should go through, while in deployment, in order to monitor and ensure the constancy and validity of its performance"
1999,OP1624,"Definition of ""In the Lab"" model testing procedures | Definition of the different types and procedures of model testing to be conducted, while the model is still in development, as well as the documentation required following the execution of such testing"
2000,OP2564,"Definition of ""In the Field"" model testing procedures | Definition of the different types and procedures of model testing to be conducted, while the model is in production, as well as the documentation required following the execution of such testing"
2001,OP1625,"Assessment of model accuracy | Evaluating and assessing the model's accuracy, ensuring that achieved levels are acceptable for the context of the project"
2002,OP2578,Evaluation of integration testing of the model | Performing integration testing of the model within the technological envrionment and evaluation of the results
2003,OP2579,"Evaluation of challenger models prior to deployment | Evaluating the perfromance of challenger models, which are destined to replace current model in production, and comapring their results to current model, validating that they are in fact a good replacement"
2004,OP2245,Documentation of the type / purpose of test | Documenting the type/purpose of the test: why it is being conducted and/or what hypothesis/assumptions it is aiming to validate
2005,OP2246,"Documentation of datasets used for modeling and testing | Documenting the data sets used for modeling and testing, including the data selection, data cleaning, feature engineering, as well as any other tasks that were performed on the data"
2006,OP2565,"Documentation of datasets used for ""In the Field"" testing | Documenting the data sets used for testing deployed models that are in production"
2007,OP2247,Documentation of model parameters | Documenting the model’s parameters and hyperparameters as well as any hyperparameters selection or optimization procedures
2008,OP2248,"Documentation of testing conditions | Documenting the conditions under which testing was conducted, such as CPU/GPU, memory, network bandwidth, software/library versions, etc."
2009,OP2338,"Documentation of model dependencies | Recording and documenting the dependencies of the model on external systems, libraries, and other factors"
2010,OP1627,Evaluation of model behaviour over various conditions | 
2011,OP1628,"Assessment of model assumption impacts | Evaluating and assessing the impact of various assumptions, used during model development, on its performance"
2012,OP1629,"Evaluation of model impacts on other models | Evaluation of the impact of model outcomes and performance on other models which rely on those results as inputs, as part of model testing"
2013,OP2567,Evaluation of the impact of model changes/updates on other models | Evaluation of the impact of tuning or updates to the model in production on other models which are dependant on its output and outcomes
2014,OP1630,Assessment of model performance by model users | Testing and evaluating the performance of the model by end-users to ensure proper performance levels are achieved
2015,OP2548,Examination of the UI/UX for deceptive design patterns | The UI/UX is examined for the existance of decveptive design patterns
2016,OP2549,"Conducting a user evaluation of the UI/UX | User evaluation of the UI/UX of the developed system and feedback is collected, analysed and communicated to intended stakeholders"
2017,OP1912,Assessment of AI system performance | Evaluating and assessing the performance of the AI system prior to deployment as well as after model tuning or the integration of new components
2018,OP2249,Evaluation and documentation of testing outcomes | Analysing and evaluating the results of model testing as well as documenting the outcome
2019,OP1631,Demonstration of model robustness and stablility | Undergoing various robustsness testing and evaluation to demonstrate model robustness
2020,OP1632,Establishment of model report guidelines | 
2021,OP1633,Assessment of model uncertainty and inaccuracy | Evaluating and assessing the uncertainty levels (or alternatively the confidence levels) of the model's outputs 
2022,OP1634,Definition of measures to account for model uncertainty and inaccuracy | Establishing and defining how model uncertainty and inaccuracy will be accounted for during model development
2023,OP2566,Monitoring and enforcement of measures that account for model uncertainty and inaccuracy | Establishing and defining how model uncertainty and inaccuracy will be addressed in production
2024,OP1635,Adjustment of model components to reduce uncertainty and inaccuracy | 
2025,OP2271,"Establishment of model deployment structure | Definition of a formal structure to support model deployment, including the technical, organisational, and procedural aspects"
2026,OP2272,"Establishment of model deployment strategy | Definition of a formal strategy for model deployment, including the deployment methodology, monitoring and performance"
2027,OP2273,"Establishment of model monitoring strategy | Definition of a formal strategy to monitor models in deployment, including the technical, organisational, and procedural aspects"
2028,OP2274,"Validation of complete model deployment | Definition of criteria and requirements to establish that the new model deployment is complete, the monitoring phase has started and that, when applicable, the old model has been retired"
2029,OP1636,Definition of model conservatism | 
2030,OP1637,Documentation of conservative model procedures | 
2031,OP1638,"Establishment of limits on model usage | Evaluating, establishing and documenting necessary limitations on model usage, as per the context of the project"
2032,OP1639,Provision of training to model users for conservatism | 
2033,OP1640,Demonstration of model conservatism | 
2034,OP1643,"Definition of model validation process | Establishing and defining guidelines, processes and/or procedures for model validation, adequate to the context of the project"
2035,OP1644,Assignation of roles & responsibilities for model validation | 
2036,OP1646,Training of personnel for model validation | 
2037,OP1647,Establishment of incentives for model validation | 
2038,OP1648,"Identification of model components requiring validation | Evaluating, establishing and documenting the various model components that require validation prior to model deployment"
2039,OP1649,Establishment of periodic model review | Defining and establishing a review schedule for the model after its deployment
2040,OP1645,"Review of model validation by independent party | Model validation processes and outcomes are critically reviewed and validated by an independent party (external to the project), to ensure their soudness and validity"
2041,OP1682,Recording of model validation | Recording and documenting the results and outcomes of model validation
2042,OP2279,Establishment of data requirements for fairness testing | Establishing and defining requirements for the data used in testing the fairness of the AI system
2043,OP2281,Definition of data requirements for robustness testing | Establishing and defining requirements for the data used in testing the robustness of the AI system
2044,OP2282,Establishment of exploratory data analysis processes / requirements | Definition of processes and requirements for exploring and understanding the data using various statistics and data visualisations
2045,OP2335,Documentation of model's limitations | Identifying and documenting various factors and considerations that would limit the model’s usage
2046,OP2254,"Assessment of model scalability and/or technical requirements | Identifying and determining the requirements (such as CPU/GPU, memory, network bandwidth, disk space, etc.) for the model to scale and remain functional"
2047,OP2258,Establishment of required AI literacy level | Determining and establishing the minimum level of AI literacy the end-users need to have to properly use and interact with the AI system
2048,OP2255,Determination of ethical considerations that limit model usage | Identifying and establishing contexts that would limit/prohibit the use of the AI system for ethical or fairness considerations
2049,OP2256,Determination of business considerations that limit model usage | Identifying and establishing contexts that would limit/prohibit the use of the AI system for business and/or financial considerations
2050,OP2257,"Determination of model transparency and explainability capabilities | Determining and establishing the level of transparency of the model, how easily can one understand how a decision/outcome was reached, "
2051,OP1626,"Assessment of model limitations | Identifying, evaluating and documenting the potential model limitations"
2052,OP1656,"Identification of model performance boundaries  | Evaluating, identifying and documenting the model's performance boundaries, which can limit its application and use"
2053,OP159,"Establishment of model security requirements | As a result of the security risk assessment of the AI system, establishing suitable security requirements, as per the context of the project"
2054,OP1650,Evaluation of model developmental evidence | 
2055,OP1651,"Assessment of model assumptions and variable choice | Evaluating and assessing the impact of various assumptions and variable choices, used during model development, on its performance"
2056,OP1652,"Assessment of data used in model development | Evaluating and assessing the quality of the data used to build/train the model, and its relevance/pertinence to the context of the project"
2057,OP1653,Evaluation of logic and judgment used in model development | 
2058,OP1654,Analysis of model sensitivity | Perfroming a Sensitivity Analysis on the model and documenting the results
2059,OP1655,Performance of model stress testing | 
2060,OP2339,Establishment of model lifecycle's monitoring strategy | Identifying and documenting monitoring control points and well as informing and training responsible stakeholders
2061,OP2340,Establishment of monitoring requirements and processes appropriate to the context of the project | Determine the adequate monitoring requirements and necessary control points for the context of the project
2062,OP2341,Establishment of monitoring and control points for the Model Development/Testing processes | Determine adequate monitoring requirements and necessary control points to verify that the Model Development/Testing processes are properly implemented and documented
2063,OP2342,Establishment of monitoring and control points for the Model Validation/Selection processes | Determine adequate monitoring requirements and necessary control points to verify that the Model Validation/Selection processes are properly implemented and documented
2064,OP2343,Establishment of monitoring and control points for the Model Risk Assessment processes | Determine adequate monitoring requirements and necessary control points to verify that the Model Risk Assessment processes are properly implemented and documented
2065,OP2344,Establishment of monitoring and control points for data quality assurance and data selection processes | Determine adequate monitoring requirements and necessary control points to verify that the data quality assurance and data selection processes are properly implemented and documented
2066,OP2345,Establishment of monitoring and control points for performance assessment of the model in production | Determine adequate monitoring requirements and necessary control points for the assessment of model performance in production
2067,OP1657,Establishment of ongoing testing & evaluation program | 
2068,OP1658,Definition of ongoing monitoring practices | 
2069,OP1659,Definition of response procedures to model problems | Establishing and defining procedures to efficiently handle and mitigate any models issues or problems
2070,OP1660,Periodical assessment of model limitations | 
2071,OP1661,Periodical analysis of model overrides | 
2072,OP1662,Tracking of model override performance | 
2073,OP1915,"Integration of logging capabilities in AI system | Implementing and integrating, whithin the AI system, adequate logging capabilities to ensure a level of traceability adequate to the context of the project"
2074,OP1663,Escalation of model revision needs | 
2075,OP1906,Documentation of corrective actions taken | 
2076,OP2334,Audit of data and model inputs | Auditing and reviewing how data and other inputs are applied throughout the model lifecycle
2077,OP1908,Performance of model process verification | 
2078,OP1664,Verification of data inputs quality | 
2079,OP1665,Verification of model computer code | 
2080,OP1666,Verification of system integration | 
2081,OP1667,Verification of user-developed applications | 
2082,OP1668,Review of model-derived reports | 
2083,OP1670,Definition of model benchmarking data | 
2084,OP1671,"Model benchmarking | Measuring and analyzing model perfromance against an established set of defined standards, models or benchmarks"
2085,OP1672,Analysis of benchmarking results | 
2086,OP1673,Investigation of benchmarking discrepancies | 
2087,OP1909,"Performance of outcomes analysis | Analysing and validating the the outcomes of AI system, prior to deployment"
2088,OP1674,"Definition of outcomes analysis techniques | Establishing and defining the various outcome analysis techniques to be performed on the model, as per the context of the project"
2089,OP1675,"Definition of outcomes analysis metrics | Establishing and defining the various outcome analysis used to evaluate the model, as per the context of the project"
2090,OP1676,"Establishment of ""early warning"" metrics for outcomes analysis | "
2091,OP1677,Definition of escalation procedures for model deficiencies | Establishing and defining processes and procedure for escalating model deficiencies to the appropriate stakeholders
2092,OP2632,Documentation of escalated model deficiencies | Recording and documenting escalated model deficiencies as per the established procedures
2093,OP1678,Performance of parallel outcomes analysis | 
2094,OP1679,Identification of necessary model changes | Identifying and documenting necessary changes to the model to resolve and address perfromance issues
2095,OP1680,Performance of model back-testing | 
2096,OP1681,"Analysis of model discrepancies | Investigating, analysing and documenting the causes of discrepencies in model performance and outcomes"
2097,OP2329,"Definition of procedures to determine and specify decision control points | Definition of guidelines, procedures and/or processes to determine and implement adequate decision control points to properly supervise, manage and/or approve AI systems decisions"
2098,OP2330,"Definition of decision control points appropriate to the context of the project | Define adequate decision control points to properly supervise, manage and/or approve AI systems decisions"
2099,OP2331,Validation of decision control points | Approval and validation of suitability and completeness (as per the context of the project) of the defined decision control points
